classificador;data;sinalcompra;acertou;openprice;closeprice;vlrcompra;vlrvenda;lucrobrutoR;impostorendaR;custotransacaoR;lucroliquidoR;lucrobrutoP;lucroliquidoP;custotransacaoP;custotransacaoAcumuladoP;lucrobrutoAcumuladoP;lucroliquidoAcumuladoP;evolucaoCapitalR;impostoRendaAcumuladoR
7;20170704;1;S;16.75;17.32;16750.00;17320.00;570.00;111.67;123.34;446.66;3.40;2.65;0.75;0.75;3.40;2.65;446.66;111.67
7;20170721;1;N;17.09;16.92;17090.00;16920.00;-170.00;0.00;0.00;-181.52;-0.99;-0.78;-0.22;0.53;2.41;1.88;265.14;111.67
7;20170728;1;N;16.90;16.67;16900.00;16670.00;-230.00;0.00;0.00;-241.43;-1.36;-1.06;-0.30;0.23;1.05;0.82;23.71;111.67
7;20170731;1;S;16.61;16.79;16610.00;16790.00;180.00;33.70;45.18;134.82;1.08;0.85;0.24;0.47;2.13;1.66;158.52;145.37
7;20170801;1;N;16.70;16.50;16700.00;16500.00;-200.00;0.00;0.00;-211.37;-1.20;-0.93;-0.26;0.21;0.93;0.73;-52.84;145.37
7;20170802;1;S;16.51;17.20;16510.00;17200.00;690.00;135.67;147.30;542.70;4.18;3.26;0.92;1.12;5.11;3.99;489.85;281.04
7;20170810;1;S;17.12;17.72;17120.00;17720.00;600.00;117.64;129.46;470.54;3.50;2.73;0.77;1.90;8.62;6.72;960.40;398.68
