1;0.47;0.43;0.46;0.4
2;0.57;0.63;0.85;0.5
3;0.57;0.55;0.62;0.5
4;0.63;0.62;0.69;0.5625
5;0.3;0.32;0.38;0.2777777777777778
6;0.43;0.32;0.31;0.3333333333333333
7;0.5;0.48;0.54;0.4375
8;0.57;0.52;0.54;0.5
