AMOSTRA
Dados; DataInicial; DataFinal; QtdeDias; PrecoInicial; PrecoFinal; Classe0; Classe1; Classe0; Classe1
janelaDeslizante;03/07/2017;11/08/2017;30;12.46;13.73;60.00;40.00;18;12
 
BASELINE
OraculoGabarito; BuyAndHold; BuyAndHoldP; CDI;	Selic;	Ibovespa;	IGPM; QtdeMeses
pendente;1.27;8.46;1.60;1.60;12.26;1288.15;2
 
MEDIDASRISCO
Serie; Volatilidade; DesvioPadrao; Sharpe; Volatilidade Downside; DpDownside; Sortino;
RetornoFechamento-Abertura;5.06;0.32;1.36;3.57;0.23;1.92
