ativo;classificador;RetornoBruto;RetornoLiquido;CustoOperacional;BuyAndHoldP;comprarSempreP;IndInversoP;IndAleatorioP;indAlvo05P;indAlvo1P;indAlvo2P;perdaP;ganhoP;retornoMedioP;perdaMediaP;ganhoMedioP ;qtdePerda;qtdeGanho ;qtdeTotal ;qtdeClasse0 ;qtdeClasse1 ;precisao;acuracia;f1score;recall;specificity;sharpe;sortino;media;desvioPadrao;desvioAbsoluto;mediana;quantil;minimo;maximo;amplitude;variancia; DataInicial; DataFinal; QtdeDias; PrecoInicial; PrecoFinal; Classe0; Classe1; QtdeClasse0;QtdeClasse1;volatilidade;volatilidadeDowsid;qtdeD3_caiu;qtdeD3_estavel;qtdeD3_subiu;qtdeRompimento;qtdeCorrecao;qtdeContraTendencia;ShapiroWilk;KolmogorovSmirnov;Tstudent;Anova;kruskalWallis
BBDC3;1;4.92;3.84;1.08;10.32;8.49;3.57;3.87;3.05;2.82;6.24;-10.83;15.75;0.20;-1.08;1.12;10;14;24;5;24;58.33;48.28;65.12;73.68;0.00;0.44;0.79;0.20;1.36;1.07;0.33;0.33;-2.41;3.39;5.80;1.85;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.64;0.26;0.81;0.99;0.61
BBDC3;2;3.30;2.57;0.73;10.32;8.49;5.19;10.47;1.34;3.14;4.62;-7.27;10.57;0.24;-1.45;1.17;5;9;14;15;14;64.29;48.28;54.55;47.37;50.00;0.16;0.28;0.23;1.55;1.22;0.44;0.44;-2.41;3.39;5.80;2.40;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.80;0.37;0.90;0.81;0.36
BBDC3;3;6.60;5.15;1.45;10.32;8.49;1.90;0.65;5.12;6.06;7.92;-6.39;12.99;0.35;-0.91;1.08;7;12;19;10;19;63.16;51.72;63.16;63.16;30.00;0.73;1.32;0.35;1.30;0.96;0.42;0.42;-2.41;3.39;5.80;1.68;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.86;0.37;0.89;0.86;0.31
BBDC3;4;7.16;5.59;1.58;10.32;8.49;1.33;0.11;4.97;7.45;9.87;-5.00;12.16;0.38;-0.71;1.01;7;12;19;10;19;63.16;51.72;63.16;63.16;30.00;0.83;1.50;0.38;0.99;0.82;0.47;0.47;-1.51;1.55;3.06;0.97;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.11;0.18;0.81;0.59;0.16
BBDC3;5;5.81;4.53;1.28;10.32;8.49;2.68;9.70;2.05;4.44;6.00;-8.42;14.23;0.26;-0.94;1.09;9;13;22;7;22;59.09;48.28;63.41;68.42;10.00;0.59;1.07;0.26;1.26;0.99;0.46;0.46;-2.06;3.39;5.45;1.58;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.61;0.24;0.94;0.79;0.34
BBDC3;6;5.55;4.33;1.22;10.32;8.49;2.95;-0.08;1.48;3.08;5.74;-1.92;7.47;0.69;-0.64;1.49;3;5;8;21;8;62.50;41.38;37.04;26.32;70.00;0.55;0.99;0.69;1.43;1.07;0.70;0.70;-1.29;3.39;4.68;2.05;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.85;0.26;0.44;0.60;0.55
BBDC3;7;6.34;4.94;1.39;10.32;8.49;2.15;7.85;4.12;4.09;7.66;-6.55;12.89;0.37;-1.09;1.17;6;11;17;12;17;64.71;51.72;61.11;57.89;40.00;0.69;1.24;0.37;1.38;1.06;0.47;0.47;-2.41;3.39;5.80;1.92;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.85;0.20;0.84;0.81;0.32
BBDC3;8;6.48;5.05;1.43;10.32;8.49;2.01;2.19;2.11;4.84;7.26;-6.36;12.84;0.38;-0.91;1.28;7;10;17;12;17;58.82;44.83;55.56;52.63;30.00;0.71;1.28;0.38;1.32;1.06;0.47;0.47;-1.51;3.39;4.90;1.75;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.32;0.16;0.82;0.89;0.62
BBDC3;9;6.31;4.92;1.39;10.32;8.49;2.18;-0.81;2.12;5.42;7.10;-3.99;10.30;0.49;-0.80;1.29;5;8;13;16;13;61.54;44.83;50.00;42.11;50.00;0.68;1.23;0.49;1.32;1.00;0.47;0.47;-1.36;3.39;4.75;1.73;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.65;0.22;0.65;0.60;0.42
BBDC3;10;19.32;15.07;4.25;10.32;8.49;-10.83;3.66;9.50;16.38;20.64;0.00;19.32;1.02;0.00;1.02;0;19;19;10;19;100.00;100.00;100.00;100.00;100.00;2.96;5.33;1.02;0.74;0.52;0.94;0.94;0.18;3.39;3.21;0.54;03/07/2017;11/08/2017;30;27.50;30.92;33.33;66.67;10;20;5.72;3.17;14;0;21;5;1;7;0.00;0.00;0.03;0.00;0.00
