AMOSTRA
Dados; DataInicial; DataFinal; QtdeDias; PrecoInicial; PrecoFinal; Classe0; Classe1; Classe0; Classe1
janelaDeslizante;03/07/2017;11/08/2017;30;28.12;31.67;36.67;63.33;11;19
 
BASELINE
OraculoGabarito; BuyAndHold; BuyAndHoldP; CDI;	Selic;	Ibovespa;	IGPM; QtdeMeses
pendente;3.55;10.48;1.60;1.60;12.26;1288.15;2
 
MEDIDASRISCO
Serie; Volatilidade; DesvioPadrao; Sharpe; Volatilidade Downside; DpDownside; Sortino;
RetornoFechamento-Abertura;4.41;0.28;2.01;2.06;0.13;4.30
