classificador;data;sinalcompra;acertou;openprice;closeprice;vlrcompra;vlrvenda;lucrobrutoR;impostorendaR;custotransacaoR;lucroliquidoR;lucrobrutoP;lucroliquidoP;custotransacaoP;custotransacaoAcumuladoP;lucrobrutoAcumuladoP;lucroliquidoAcumuladoP;evolucaoCapitalR;impostoRendaAcumuladoR
7;20170703;1;S;27.53;27.66;27530.00;27660.00;130.00;22.89;38.42;91.58;0.47;0.37;0.10;0.10;0.47;0.37;91.58;22.89
7;20170704;1;N;27.83;27.72;27830.00;27720.00;-110.00;0.00;0.00;-125.55;-0.40;-0.31;-0.09;0.02;0.08;0.06;-33.97;22.89
7;20170705;1;N;27.84;27.17;27840.00;27170.00;-670.00;0.00;0.00;-685.34;-2.41;-1.88;-0.53;-0.51;-2.33;-1.82;-719.31;22.89
7;20170706;1;S;27.23;27.28;27230.00;27280.00;50.00;0.00;15.38;34.62;0.18;0.14;0.04;-0.47;-2.15;-1.67;-684.70;22.89
7;20170707;1;S;27.30;27.70;27300.00;27700.00;400.00;0.00;15.54;384.46;1.47;1.14;0.32;-0.15;-0.68;-0.53;-300.24;22.89
7;20170710;1;S;27.69;28.08;27690.00;28080.00;390.00;34.86;50.55;339.45;1.41;1.10;0.31;0.16;0.73;0.57;39.22;57.76
7;20170711;1;S;28.35;29.31;28350.00;29310.00;960.00;188.77;204.91;755.09;3.39;2.64;0.74;0.91;4.11;3.21;794.30;246.53
7;20170713;1;S;29.71;29.99;29710.00;29990.00;280.00;52.72;69.12;210.88;0.94;0.74;0.21;1.11;5.06;3.94;1005.19;299.25
7;20170714;1;N;29.85;29.78;29850.00;29780.00;-70.00;0.00;0.00;-86.32;-0.23;-0.18;-0.05;1.06;4.82;3.76;918.87;299.25
7;20170717;1;S;29.93;30.14;29930.00;30140.00;210.00;38.71;55.16;154.84;0.70;0.55;0.15;1.22;5.52;4.31;1073.71;337.96
7;20170718;1;N;30.16;29.75;30160.00;29750.00;-410.00;0.00;0.00;-426.30;-1.36;-1.06;-0.30;0.92;4.16;3.25;647.41;337.96
7;20170725;1;N;30.01;29.75;30010.00;29750.00;-260.00;0.00;0.00;-276.30;-0.87;-0.68;-0.19;0.73;3.30;2.57;371.10;337.96
7;20170728;1;S;29.74;30.15;29740.00;30150.00;410.00;78.71;95.16;314.84;1.38;1.08;0.30;1.03;4.68;3.65;685.94;416.67
7;20170804;1;S;30.30;30.77;30300.00;30770.00;470.00;90.66;107.35;362.65;1.55;1.21;0.34;1.37;6.23;4.86;1048.59;507.33
7;20170807;1;S;30.77;30.90;30770.00;30900.00;130.00;22.65;39.39;90.61;0.42;0.33;0.09;1.46;6.65;5.19;1139.20;529.99
7;20170809;1;N;31.00;30.60;31000.00;30600.00;-400.00;0.00;0.00;-416.62;-1.29;-1.01;-0.28;1.18;5.36;4.18;722.58;529.99
7;20170810;1;S;30.62;30.92;30620.00;30920.00;300.00;56.65;73.39;226.61;0.98;0.76;0.22;1.39;6.34;4.94;949.19;586.64
