Serie; media; desvioPadrao; desvioAbsoluto; mediana; quantil; minimo; maximo; amplitude; variancia
PrecoAbertura;7.28;0.61;0.52;7.15;7.15;6.30;8.50;2.20;0.38
PrecoFechamento;7.29;0.63;0.54;7.18;7.18;6.30;8.55;2.25;0.40
PrecoMaximo;7.42;0.64;0.55;7.29;7.29;6.44;8.56;2.12;0.41
PrecoMinimo;7.15;0.59;0.51;7.06;7.06;6.25;8.24;1.99;0.35
PrecoMedio;7.29;0.62;0.53;7.18;7.18;6.34;8.37;2.03;0.39
PrecoMelhorCompra;7.30;0.64;0.54;7.19;7.19;6.30;8.56;2.26;0.41
PrecoMelhor;7.28;0.64;0.54;7.18;7.18;6.29;8.55;2.26;0.40

