1,20170704;28.0;28.32;27.99;28.19;28.22;28.22;28.24;9057;3045000;8585137700;0
2,20170705;28.29;28.36;27.76;28.11;28.23;28.21;28.23;6916;7872100;22130128800;0
3,20170706;28.18;28.29;27.76;27.96;27.82;27.82;27.83;2851;8464300;23671501400;0
4,20170707;27.94;28.08;27.43;27.69;27.85;27.85;27.89;5475;12174900;33717937700;1
5,20170710;27.96;28.28;27.81;28.13;28.16;28.16;28.17;3951;12320100;34659450700;1
6,20170711;28.16;28.72;28.02;28.48;28.65;28.65;28.66;4544;6671900;19004244300;1
7,20170712;29.0;29.49;28.77;29.14;29.41;29.41;29.42;9628;16631500;48481770800;1
8,20170713;29.48;29.88;29.42;29.67;29.67;29.66;29.68;822;13869000;41149551800;0
9,20170714;29.88;29.91;29.55;29.73;29.7;29.7;29.71;2597;10160800;30208060800;0
10,20170717;29.68;29.68;29.3;29.44;29.5;29.48;29.51;5779;6944400;20448438300;1
11,20170718;29.47;29.87;29.18;29.63;29.87;29.7;29.87;5564;7738300;22934451700;0
12,20170719;29.87;29.99;29.35;29.53;29.5;29.49;29.51;916;11508100;33991339600;0
13,20170720;29.51;29.87;29.39;29.52;29.4;29.39;29.41;1800;9249400;27305479800;0
14,20170721;29.4;29.54;29.12;29.24;29.28;29.27;29.3;3714;6674100;19521033300;1
15,20170724;29.48;29.58;29.22;29.48;29.53;29.53;29.54;4507;5947200;17532961300;1
16,20170725;29.65;30.07;29.6;29.92;30.01;30.0;30.01;1392;16542600;49505269200;0
17,20170726;30.02;30.29;29.62;29.8;29.75;29.75;29.77;5411;14265200;42511613500;0
18,20170727;30.0;30.03;29.43;29.67;29.71;29.7;29.71;1351;9477500;28128914100;1
19,20170728;29.54;29.81;29.45;29.68;29.75;29.74;29.76;4315;5338000;15845487300;1
20,20170731;29.84;30.2;29.63;30.01;30.19;30.11;30.19;2632;9562900;28707411900;1
21,20170801;30.19;30.67;30.12;30.46;30.56;30.54;30.56;8667;10911200;33236958300;1
22,20170802;30.49;31.1;30.42;30.89;30.96;30.96;31.0;2009;13015900;40215413000;1
23,20170803;30.82;31.15;30.78;30.92;30.95;30.89;30.95;1788;6432800;19894535000;1
24,20170804;30.95;31.11;30.85;30.96;30.98;30.96;30.98;9482;6997100;21669607700;1
25,20170807;31.0;31.42;30.92;31.26;31.34;31.34;31.35;9571;7425800;23216075200;1
26,20170808;31.28;32.09;31.21;31.81;31.67;31.67;31.7;2277;13517400;43006195200;1
27,20170809;31.45;31.69;31.28;31.5;31.69;31.66;31.69;4904;5900300;18587491600;0
28,20170810;31.79;31.79;31.1;31.32;31.39;31.33;31.39;8041;6381100;19987672800;1
29,20170811;31.31;31.79;31.17;31.53;31.67;31.67;31.68;186;8228500;25949478500;1
0,classificador;data;sinalcompra;acertou;openprice;closeprice;vlrcompra;vlrvenda;lucrobrutoR;impostorendaR;custotransacaoR;lucroliquidoR;lucrobrutoP;lucroliquidoP;custotransacaoP;custotransacaoAcumuladoP;lucrobrutoAcumuladoP;lucroliquidoAcumuladoP;evolucaoCapitalR;impostoRendaAcumuladoR
1,7;20170703;1;S;28.00;28.22;28000.00;28220.00;220.00;40.85;56.59;163.41;0.79;0.61;0.17;0.17;0.79;0.61;163.41;40.85
2,7;20170704;1;N;28.29;28.23;28290.00;28230.00;-60.00;0.00;0.00;-75.74;-0.21;-0.17;-0.05;0.13;0.57;0.45;87.67;40.85
3,7;20170705;1;N;28.18;27.82;28180.00;27820.00;-360.00;0.00;0.00;-375.59;-1.28;-1.00;-0.28;-0.15;-0.70;-0.55;-287.91;40.85
4,7;20170712;1;S;29.48;29.67;29480.00;29670.00;190.00;0.00;16.28;173.72;0.64;0.50;0.14;-0.01;-0.06;-0.05;-114.19;40.85
5,7;20170713;1;N;29.88;29.70;29880.00;29700.00;-180.00;0.00;0.00;-196.29;-0.60;-0.47;-0.13;-0.15;-0.66;-0.52;-310.47;40.85
6,7;20170714;1;N;29.68;29.50;29680.00;29500.00;-180.00;0.00;0.00;-196.21;-0.61;-0.47;-0.13;-0.28;-1.27;-0.99;-506.69;40.85
7,7;20170721;1;S;29.48;29.53;29480.00;29530.00;50.00;0.00;16.22;33.78;0.17;0.13;0.04;-0.24;-1.10;-0.86;-472.91;40.85
